,time,username,longitude,latitude,text,sentiment,marker_color
0,2020-03-31,Lisa,7.3102425,49.95449335,"Was würdet ihr sagen #Maskenpflicht ....😷
#COVID19 #coronavirus #COVIDー19 #COVID #COVID19de #CoronaVirusDE #Coronakrise #CoronaPandemie #CoronaLockdown #CoronaVirusUpdates #StayAtHome #StayHome #COVID19deutschland #Coronavirustruth #Maskenpflicht",0.0,white
1,2020-03-31,Anne Lützelberger,13.4246065,52.506701,Danke für diesen sachlichen Beitrag! 🦠💡#coronaverstehen #ZuhauseBleiben #StayAtHome https://t.co/Yfw1lJeHRN,0.5,white
2,2020-03-31,Haus am Berg,8.48886228561884,51.17939383135855,"Liebe treue Freunde &amp; Gäste,
Ihr fehlt uns alle! 💚 
Wir posten regelmäßig tolle Fotos 
um die schönen Erinnerungen und 
das glückliche Gefühl zu behalten! 
In Gedanken sind wir bei allen in 
diese unsichere Zeit! 
Bleibt oder werdet wieder gesund.
#Zusammenhalten #StayAtHome https://t.co/onxtyLigBk",0.45999999999999996,arpicot
3,2020-03-31,llit,7.562621,51.4848695,"Dito, kannst #Kind1 schlecht vermitteln. #Corona #covid19 #stayathome #Homeoffice #Techhouse https://t.co/jdlEBb1kYE",-0.5,white
4,2020-03-31,Madame Charlotte,9.761433,52.3797985,"Ich habe heute meinen weiblichen Familienmitgliedern im Alter über 60 Blumensträuße zusenden lassen. Denn genau die halten mir im Alltag den Rücken frei, wenn er wieder eintritt.....#fleurop #familie #StayAtHome",0.35,white
5,2020-03-31,SH Consulting,10.4541051,51.163475000000005,"@gerrit_winter UNSER WAHRE HELDEN FLASHMOB auf YouTube:
https://t.co/talEH6uX1H

#wahrehelden #flashmob #COVID19 #Motivation #zusammen #ZusammengegenCorona #gemeinsamgegencorona #helfen #gemeinsam #gemeinsamstark #wirschaffendas #wirbleibenzuhause #StayAtHome #musik #YouTube https://t.co/O3Pcktv9iR",0.7,white
6,2020-03-31,SH Consulting,10.4541051,51.163475000000005,"Und hier ist er jetzt - UNSER WAHRE HELDEN FLASHMOB auf YouTube:

https://t.co/talEH6uX1H

#wahrehelden #danke #gemeinsamgegencorona #wirbleibenzuhause #köln #cologne #COVID19 #PositiveVibes #helden #YouTube #Motivation  #RTL #punkt12 #StayAtHome #musikliebe @gerrit_winter https://t.co/5LDpZyMHRu",0.0,white
7,2020-03-31,Tomek Schmiejka,6.850954,50.8742375,"Ich hab den @hendrikstreeck schon so oft gesehen im Fernseh, hab schon das Gefühl, wir sind verwand. #GoodJob #COVID19 #StayAtHome",0.35,white
8,2020-03-31,Whatever_it_takes,8.3731985,49.381118,"@Bettelprinz Wohl eher weniger,  

Ich lass mir doch meinen spass nicht nehmen,  ist doch mein Leben oder..... 

Statt #StayAtHome",0.0,white
9,2020-03-31,Benedikt Lux,13.4246065,52.506701,"Der Anruf des alleinerziehenden Vaters, der wegen Schul- &amp; Kitaschließung &amp; Jobangst verzweifelt ist als auch an meine Mails mit einer angstvollen Angehörigen einer Risikogruppe gehen mir nicht aus dem Kopf. Politik bedeutet Ausgleich &amp; Zusammenhalt , erst recht jetzt #stayathome",-0.5,white
10,2020-03-31,BAP Gaming,10.960778,49.4886975,"Schaltet ein um 23:00 die @elgatogamingDE  FIFA 20 League! 

@konteretv am Kommentieren. 

@Da_Butenko  vs @CANISHER_ 

Klasse spiel und Klasse Kommentator 🔥

#StayAtHome #elgato #fifaking https://t.co/EwHzB6puOV",0.0,palegreen
11,2020-03-31,Cedric von der Hellen,13.4246065,52.506701,"Eine #Umsatzausfallzahlung bzw. eine gedeckelte staatliche Umsatz-/Gewinngarantie auf Basis 2019, zu verrechnen bei der Veranlagung 2020. https://t.co/bjxrp5cKK7

Interessanter Vorschlag von @thinkBTO #Coronabonds #COVID19 #Corona #StayAtHome #bdi",1.0,white
12,2020-03-31,Christoph Penter,9.1591645,49.970733499999994,Auch die Kulturbetriebe sind natürlich unter Druck. Unser Colos-Saal braucht Unterstützung https://t.co/K4BoSg3PAb #Aschaffenburg #StayAtHome @ColosSaal #CoronaVirusDE,0.35,white
13,2020-03-31,Tim O.C.,7.162707,51.241955399999995,Passend zur Coronalen Langeweile 😬 #coronavirusdeutschland #wirbleibenzuhause #StayAtHome https://t.co/dinPPEMRNT,1.0,white
14,2020-03-31,Franky,6.61849585,51.4579535,Und er läuft noch... #casino #euro #poweraction #geldautomat #StayAtHome https://t.co/i0uDgQGN0C,0.0,palegreen
15,2020-03-31,Wagner Romeo,7.8262105,47.498105,"@SVPch , wenn die restaurants an mitte april aufgehen kommt im gleichem zuge eine zweite #COVID19 Welle. Bitte #Lockdown beibehalten bis sicher ende #Mai #StayAtHome #Corona #COVID",0.35,white
16,2020-03-31,████████dissent.is,8.5367615,47.37746905,"#StayAtHome

Schau dir Kevin s Video an! #TikTok https://t.co/stBzhpk88r",0.0,white
17,2020-03-31,𝘋𝘪𝘯𝘨𝘴 (🏡),12.386702499999998,51.34151565,"Nur noch wenige Stunden bis Jens Spahn an die Mikrofone tritt und  verkündet: ""April, April"". 
#StayAtHome",0.0,white
18,2020-03-31,Freeezy,9.1773475,48.7793015,Spieleabend mal anders... :D #StayAtHome https://t.co/yu0jX3tiSB,-1.0,white
19,2020-03-31,Ashok Sridharan,7.116586249999999,50.7034715,"https://t.co/mKg34yp8YB
Heute Abend haben wir 289 bestätigte Fälle.
#COVID19 #Bonn #StayAtHome #Kontaktverbot",0.35,white
20,2020-03-31,Foto FOCUS Pro,8.224137,46.81308645,"Ich liebe Natur und Naturfotografie. Ich habe es heute versucht
#fotofocus_pro
#StayAtHome 
#Workathome 
#loveandrespect https://t.co/JrR27onP2Q",0.5,arpicot
21,2020-03-31,Caravan-Stellplatz,11.712021,53.594791,"Gruß vom #Stellplatz f. #Caravan u.#Reisemobil in #Barnin. Für alle #Camper #zuhause Heute:Schnee ist wech ☀️ auch gleich.Morgen ist sie wieder da.Leider keine Camper↙️
#wirbleibenzuhause #stayathome #Corona #COVIDー19 #coronavirusdeutschland #coronadeutschland #FlattenTheCurve https://t.co/9KhsYedpJn",0.0,lime
22,2020-03-31,Icke Berlin,13.4246065,52.506701,"Morgen ist übrigens ein schlechter Tag für #Aprilscherze welche mit #COVID19 zu tun haben.
Da ist jeder Tag - ein schlechter Tag!
#PasstaufEuchauf
#StayAtHome",-0.6666666666666666,white
23,2020-03-31,Daniel Schieferdecker,13.4246065,52.506701,"Der #fruehling kommt näher und 20*C werden nächste Woche erwartet in Berlin.
Hohe Temperaturen verlocken vielen Menschen an die frische Luft zu gehen.
Wer hält sich bitte an die Ausgangssperre? 
#StayAtHome #COVID19de #wirbleibenzuhause @rki_de",-0.125,lime
24,2020-03-31,NextStreet Gallery,2.3470029500000003,48.85883375,"Two wonderful mural from #casemaclaim, painted in his hometown, Frankfurt, Germany in 2009 for #berlinmuralfest and #xidesign
.
| Sender und Empfänger | #part1&amp;2
|Transmitter and Receiver|

#streetart #urbanart #StayAtHome @StreetArtBot https://t.co/h0ZJJr3vTp",0.0,white
25,2020-03-31,KRUMNOW!,14.27747605,52.187051499999995,"#myday #myoutfit #StayAtHome #Beeskow 
Einsame Tage im Frühjahr 2020.
7. Teil: Das bunte Hemd trügt
Seht euch hier das ganze Video an: 👉https://t.co/E30Fgg9fXb https://t.co/UuTBxuDQwa",0.2333333333333333,white
26,2020-03-31,BBenoit,11.551278,48.125501,"Südtiroler Kasnocken, Blaukraut und Bouillon ... Lieferung vom liebsten Restaurant um die Ecke .. Goldmarie 
#StayAtHome 😋🍴 https://t.co/Vt4WEo8kiW",0.0,white
27,2020-03-31,Icke Berlin,13.4246065,52.506701,"Nach 50 Minuten Physio das erste Mal fast schmerzfrei. Mal sehen wie es morgen aussieht. 
Danach gab es zur Belohnung #Sushi 
Wünsche Euch einen schönen Abend. 
#PasstaufEuchauf 
#StayAtHome https://t.co/ZTDgmJzvl8",0.25,palegreen
28,2020-03-31,edition.fotoTAPETA,13.0276975,52.428229,"#anotherday Momente im Leben von Freunden in Zeiten von Corona, 1. #TadeuszRolje - Warschau, 2. #YulyaTsimafeyeva - Minsk, 3. #MarekPozniak - Berlin, 4.#GabrielaMorawetz - Mailand #stayathome #staysafe #pics #Zusammenhalten https://t.co/SJ75ZY5U3s",0.0,arpicot
29,2020-03-31,AL @work 🙃,13.235001,51.2467135,"Wenn jemand sagt ""Ein Mensch allein kann die Welt nicht verändern"", dann hat er noch nie eine lauwarme Fledermaussuppe gegessen... #COVID19 #Corona #StayAtHome #COVIDー19 #COVID https://t.co/3t0YjBG6Sq",-0.7,white
30,2020-03-31,🏳️‍🌈LordSudi🏳️‍🌈,8.52051285,52.015122,"So. Das wars dann erst mal. Filiale ist verriegelt. Werde da frühestens in 2,5 Wochen wieder sein. Mit gut Glück. Ich hoffe es.
#StayAtHome 
#Kurzarbeit",0.24285714285714285,red
31,2020-03-31,Sandra Wandt,12.145096,54.1470187,Jeder und jede macht das Beste aus der Situation 😹! #wirbleibenzuhause #StayAtHome https://t.co/2cYNgKHH5V,0.0,white
32,2020-03-31,Billy DeRock,11.063371,49.712334999999996,"Da ist die Zeit gekommen wo man seinen Bart selber schneiden muss.

Das ist doch kein Leben 🙈
#StayAtHome #vermissemeinenBarberShop",0.0,red
33,2020-03-31,David B. Priestley,9.7708665,52.4025265,"Jetzt wo alle Zuhause sind und ohne Ende streamen, wäre @MovieCliches genau das richtig! Nur schade, dass die Gesamtsituation keine Gute ist 🦠 Es steigert aufjedenfall die Vorfreude...

#StayAtHome #BleibtZuhause",0.125,white
34,2020-03-31,Matthieu,8.736096,53.120002,"💯 % d‘accord , Aprilscherze über #Corona sind völlig unakzeptabel. #CoronaistkeinScherz sondern leider bitterer Ernst! #COVID19 #StayAtHome #ZuhauseBleiben #JeResteChezMoi https://t.co/yPfMlA9dDy",-0.5666666666666667,white
35,2020-03-31,M_and_Y,12.143051,50.502653,Zeitvertreib #StayAtHome #sonyalpha6500 https://t.co/BYJPkv2wYQ,0.0,arpicot
36,2020-03-31,Danio Acri,9.337149499999999,48.659549,"🏆 | ELGATO LEAGUE

2. Spieltag

@euronicsgaming 🆚 @vfbesports = 0:2, 3:0 ✅

Aus 0:2, machen wir ein geschmeidiges 3:2 🤭

GGWP an meinen guten Freund @indrierijunior 👏🏻

Stuttgart färbt sich heute blau/schwarz/gelb 💙🖤💛

#StayAtHome #Friendlys #ESGWIN https://t.co/QjByLFFTEH",0.425,white
37,2020-03-31,Michelle Demishevich,13.4246065,52.506701,"Madame Michelle in #Quarantäne 
Für häusliche Personen bedeutet das Leben in den eigenen vier Wänden keine große Veränderung – wenn da nicht die Bürokratie wäre und die Arztbesuche. #CoronaPandemie #COVID19 #CoronaVirusDE #StayAtHome 
https://t.co/Wcr9trD8MA via @tazgezwitscher",-0.175,palegreen
38,2020-03-31,Grüne Kanton Bern,7.3949354,46.954572999999996,"#Applausreichtnicht Petition für ein kantonales Massnahmenpaket für bessere Löhne und Arbeitsbedingungen in Pflege, Betreuung, Schule und KITA unterschreiben Stift 🖊 https://gruenebern.chunterschreiben! #StayAtHome https://t.co/rQNjf9vKCC",0.0,arpicot
39,2020-03-31,RoJoSchulz,12.386702499999998,51.34151565,"Wahnsinn 😜 Einers. öffnen Wochenmärkte &amp; anderers. wird der „unerlaubte Ausgang“ mit Bußgeld belegt! Das passt irgendwie nicht zusammen! Ich habe keine Ahnung welcher Weg richtig ist, aber man sollte wenigstens konsequent sein! So wird es ein Gewimmel #AbstandHalten #StayAtHome https://t.co/nthAwjceRs",0.14166666666666666,white
40,2020-03-31,MarkusSvN,7.94388585,46.6506215,@de_sputnik Der wollte nur sagen #StayAtHome,0.0,white
41,2020-03-31,Axel Telzerow,9.372679699999999,53.6798863,"Gibt es eigentlich Altglas-Container für Zuhause? Frage für einen Freund, dessen Grauburgunder-Konsum etwas aus dem Ruder läuft. 

#StayAtHome #HomeOffice https://t.co/6D7mTiqc9g",0.0,white
42,2020-03-31,Dietmar Korell dk501_official,8.566941,49.985057,"Bleibt gesund! Wir halten die Logistik als Teil der kritischen Infrastruktur aufrecht. Wer noch Personal benötigt, einfache PN genügt. #FlattenTheCurve #StayAtHome #CoronaVirusDE https://t.co/oBHnkNVs8n",0.5,white
43,2020-03-31,Heroes INN,6.440914630889893,51.193294525146484,"Frische Volleyball Action mit Hinata und Kageyama.
Band 17 von Haikyu!! ist da. 🏐

@KazeDeutschland #kaze #haikyuu #anime #animes #animeart #animelove #manga #cosplay #action  #otaku #onepiece #scifi #myheroacademia #bokunoheroacademia #dragonball #fairytail #nerd #stayathome https://t.co/V1nVfRCRFp",0.0,white
44,2020-03-31,Heroes INN,6.440914630889893,51.193294525146484,"Sei wie Batman! Bleib zuhause mit heißem  Kakao und einer guten Geschichte.

Falls euch das Material ausgehen sollte, bringen wir auch zu euch nach Hause. 
Auf Wunsch liefern wir sogar kontaktlos.

#comics #comics #batmam #dceu #stayathome #staysafe #mönchengladbach #HeroesINN https://t.co/HBxdhe0Rft",0.16999999999999998,white
45,2020-03-31,Roman Hammer 📸,16.379845500000002,48.22012,"Sei wie #DarthVader
- trägt eine Maske
- sozial distanziert 
- besucht seine Kinder nicht
- folgt Anweisungen 
#COVID19 #StayAtHome #coronavirus https://t.co/JBuqPn7EqJ",0.7,lime
46,2020-03-31,😷owe.you.nothing🇩🇪🇪🇺,9.372679699999999,53.6798863,"31.03.2020 - Flacht die Hamburger Kurve da gaaaaanz leicht ab?!? 🥳🎉💪 so ein klitzekleines bisschen... 😃 Nein, wir feiern nicht zu früh. Wir bleiben daheim! #StayAtHome #FlattenTheCurve #hamburg #corona https://t.co/OJqtRnHQCb",0.175,palegreen
47,2020-03-31,Jürgen Friedrichs 🇪🇺,11.982848,48.0860845,"Mit Kollegen eine virtuelle Kaffeepause aus den „Homeoffices“ gemacht, damit der soziale Anteil nicht zu kurz kommt.
Das machen wir jetzt regelmäßig und separat von der Infrastruktur unseres Unternehmens.
Danke an @FreifunkMUC und Unterstützer
#StayAtHome
https://t.co/nqUp3A2Gtc",0.2333333333333333,white
48,2020-03-31,Kerstin Thiele,8.625135,50.426890900000004,"@igorpianist Das macht #StayAtHome mit mir ! Die jungen Kerle winken mir unterwegs zu,weil ich so Auto fahre 😂🚙🎶💃",0.0,white
49,2020-03-31,Christian Bosshard,7.2362466,47.12408375,"Frühlingsschlaf wäre eine gute Idee... und dann im Juli wieder aufwachen.

#COVID19 #StayAtHome #Apfelbaum https://t.co/VYOz1zGm1M",0.5,white
50,2020-03-31,Jürgen Friedrichs 🇪🇺,11.982848,48.0860845,"So, bin jetzt meinen Vorrat an Latexhandschuhen losgeworden. Für das nächste Repair-Café wird es entweder wieder welche zu kaufen geben oder es muss wieder die gute Seife her um das Öl abzuwaschen.😊
#StayAtHome #SocialDistancing #repaircafe #ebersberg
https://t.co/ydODEfdg4C",0.07500000000000001,white
51,2020-03-31,Ernst-Abbe-Bücherei,11.585881,50.9224895,"Ab heute: kostenfreie #Schnupperausweise für unsere #Online-Medien.  
Alle Infos dazu hier 👉
https://t.co/CSXM7zQ6Ui
#ErnstAbbeBücherei #EAB #füreuchda #StayAtHome",0.0,white
52,2020-03-31,Karsten Diessl,9.723637,49.072831,ALUCA ist und bleibt weiterhin erreichbar. #aluca #coronavirus #fahrzeugeinrichtung #ordnung #StayAtHome https://t.co/SgUXwKHGb3,0.0,white
53,2020-03-31,WolfgangBogensberger🇪🇺,16.379845500000002,48.22012,"Wir arbeiten auch zu Hause weiterhin für Sie. Bleiben Sie gesund! Das Team der Vertretung der @EU_Commission 🇪🇺 in Österreich 🇦🇹! 
#gemeinsamgegencorona #StayAtHome
@EUKommWien https://t.co/DnmSB9pfoM",0.25,white
54,2020-03-31,🇨🇭Ewald J.,9.173209,47.640116000000006,"Es sind die kleinen Dinge.......  
#FlattenTheCurve #StayAtHome #BleibtZuhause #COVIDー19 #CoronaInfoCH https://t.co/dG0bJ1bK9r",0.0,arpicot
55,2020-03-31,📚Sabine Vöhringer,11.518666,47.98167115,Ostern naht. Lasst es uns trotz allem genießen. #stayathome #surprise 🐣🐥🐓🐇🌷🥚🧡 https://t.co/U7ikifQQkH https://t.co/I81wVQ4N33,0.0,white
56,2020-03-31,stefanie,7.3949354,46.954572999999996,"#töffausflug muss nicht sein. Nicht ins Wallis, nicht ins Tessin und nein auch nicht ins Graubünden. Wirklich nicht. #Police #SolidariteCOVID19 #StayAtHome #SolidariteHopitaux https://t.co/Afi68CWGIR",-0.125,white
